ESNTL_ID,FCLTY_NM,LCLAS_NM,MLSFC_NM,ZIP_NO,FCLTY_ROAD_NM_ADDR,FCLTY_LA,FCLTY_LO,WORKDAY_OPN_BSNS_TIME,WORKDAY_CLOS_TIME,SAT_OPN_BSNS_TIME,SAT_CLOS_TIME,SUN_OPN_BSNS_TIME,SUN_CLOS_TIME,RSTDE_OPN_BSNS_TIME,RSTDE_CLOS_TIME,RSTDE_GUID_CN,TEL_NO,OPTN_DC,ADIT_DC
KCIBSPO22N000000001,한낮의 바다,독립서점,인문서적,25505,"강원도 강릉시 강릉대로159번안길 12 1층, 서점 한낮의 바다",37.75772063,128.8890879,12:00,18:00,12:00,18:00,12:00,18:00,,,"화요일, 수요일",01022849729,일상의 쉼을 이야기하는 책을 소개하는 셀렉트 북샵,"카페 있음, 독립출판물 있음"
KCIBSPO22N000000002,깨북,독립서점,인문서적,25504,강원도 강릉시 임영로 211,37.76008985,128.8918538,,,,,,,,,,07042344416,작은 독립책방,독립출판물 있음
KCIBSPO22N000000003,칠성조선소 북살롱,독립서점,인문서적,24838,강원도 속초시 중앙로46번길 45,38.19812772,128.5833088,11:00,19:00,11:00,19:00,11:00,19:00,,,,01057212309,SELECTED BOOK SHOP,
KCIBSPO22N000000004,책빵소,독립서점,일반,26423,강원도 원주시 금불4길 23 제1층 102호,37.3490959,127.9329991,13:00,20:00,13:00,20:00,13:00,20:00,,,월요일,01024811309,독립출판물 위주로 취급하는 독립서점,"주차 가능, 독립출판물 있음"
KCIBSPO22N000000005,실레책방,독립서점,인문서적,24412,강원도 춘천시 신동면 금병의숙1길 19,37.8135637,127.7175413,10:00,18:00,10:00,18:00,10:00,18:00,,,"화요일, 수요일",0332621508,책 읽고 긍릉 쓰는 장소. 매일 오후6시~11시 공간 대여,"주차 가능, 공간대여 가능, 독립출판물 있음, 헌책방 있음"
KCIBSPO22N000000006,책방마실,독립서점,북카페,24259,강원도 춘천시 전원길 27-1,37.87837259,127.7379276,12:00,22:00,12:00,22:00,12:00,19:00,,,,01099483205,춘천에 위치한 작은 서점,"카페 있음, 독립출판물 있음"
KCIBSPO22N000000007,서툰책방,독립서점,인문서적,24264,강원도 춘천시 향교옆길13번길 22,37.88283761,127.7327685,11:00,19:00,11:00,19:00,,,,,일요일,07077217276,큐레이션 책방,"주차 가능, 카페 있음, 독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000008,이야기마을,독립서점,일반,10298,경기도 고양시 덕양구 원당로113번길 48-7,37.66347899,126.8359472,10:00,21:00,10:00,21:00,10:00,21:00,,,수요일,0319659990,"다양한 도서, 고양이, 음료","카페 있음, 독립출판물 있음"
KCIBSPO22N000000009,플라뇌즈,독립서점,일반,10460,경기도 고양시 덕양구 원당로59번길 49-24 203호,37.65862231,126.8312139,,,,,,,,,,01042571045,"국내외도서, 독립출판물 등 동네책방","카페 있음, 독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000010,너의 작업실,독립서점,일반,10406,경기도 고양시 일산동구 일산로380번길 43-11,37.67095691,126.7830747,13:00,21:00,13:00,21:00,13:00,21:00,,,월요일,01050310440,"독립출판물과 굿즈, 커피 판매하며 다양한 모임이 열리는 공간","독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000011,이랑,독립서점,일반,10240,경기도 고양시 일산서구 일현로 122 동성상가 1층 122호 이랑,37.69762029,126.7660619,10:00,18:00,,,,,,,"토요일, 일요일",07077692222,"서점화실, 일반서적 및 독립출판물 판매","독립출판물 있음, 북토크 가능, 독서모임 가능, 강연 가능,"
KCIBSPO22N000000012,고메북스,독립서점,북카페,10379,경기도 고양시 일산서구 중앙로 1470 동부썬프라자 B동 128호,37.67227362,126.7573465,12:00,19:00,12:00,19:00,,,,,일요일,01092488296,동네서점 독립출판 북카페&바,"독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000013,북앤드로잉,독립서점,일반,14285,경기도 광명시 오리로1009번길 2 1층 북앤드로잉,37.48011008,126.8508954,14:00,20:00,14:00,20:00,,,,,"일요일, 월요일",07087773745,"그림 그리는 책방, 독립출판물 판매, 여행드로잉/책만들기 강의 등","독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000014,책방 공책,독립서점,일반,14303,경기도 광명시 오리로619번길 32 1층,37.45498894,126.8769918,12:00,17:00,12:00,17:00,,,,,일요일,05061209696,인스타/카톡채널 운영시간 확인. 그림책과 독립출판물 인문서적 전문 취급,"공간대여 가능, 독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000015,나인빌리지북스,독립서점,일반,11936,경기도 구리시 아차산로432번길 4 1층 나인빌리지북스,37.59339791,127.1315991,18:00,21:00,12:00,19:00,12:00,19:00,,,"월요일, 화요일",01062403643,독립출판물 취급 전문 서점,"독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000016,서로의공간,독립서점,일반,11935,경기도 구리시 안골로8번길 67 101호,37.59458383,127.1329066,12:00,19:00,12:00,20:00,12:00,20:00,,,월요일,01020870187,독립출판물을 소개하고 판매하는 식물 서점,"카페 있음, 독립출판물 있음"
KCIBSPO22N000000017,밸류브릿지터무니책방,독립서점,일반,15806,경기도 군포시 금산로 84 1층,37.36957653,126.9376917,11:30,21:00,11:30,21:00,13:30,19:00,,,월요일,0313961693,책방/갤러리/카페/세미나 공간이 함께 있는 책공간,"공간대여 가능, 독립출판물 있음, 북토크 가능, 독서모임 가능,강연 가능"
KCIBSPO22N000000018,책읽는방,독립서점,인문서적,15833,경기도 군포시 오금로134번안길 5 102호,37.35907488,126.9411175,,,,,,,,,,01064137035,인문학서적 중심 독립책방,"카페 있음, 독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000019,게으른정원,독립서점,일반,10106,경기도 김포시 북변중로 51-1 2층,37.62598096,126.7107358,14:00,21:00,14:00,21:00,14:00,21:00,,,"화요일, 수요일",01023523532,"독립서점, 동네책방, 큐레이션 책방, 반려동물 동반 가능",독립출판물 있음
KCIBSPO22N000000020,코너스툴,독립서점,일반,11350,경기도 동두천시 동두천로 115 중앙프라자 4층 403호,37.89170925,127.0546394,18:00,22:00,,,10:00,22:00,,,"월요일, 화요일, 토요일",01032977030,독립출판물 단행복 영화 음악 전시와 클래스 맥주 커피 차와 수다가 있는 곳,리뷰 있음
KCIBSPO22N000000021,오키로북스,독립서점,일반,14709,경기도 부천시 경인로 211-1,37.48351988,126.77907,,,,,13:00,19:00,,,,01049071870,코로나로 인한 일시 휴무 중. 주로 독립출판물을 다루는 동네서점,독립출판물 있음
KCIBSPO22N000000022,맛있는 음식책방 눈누난나,독립서점,인문서적,16624,경기도 수원시 권선구 매송고색로711번길 26,37.25239721,126.981529,13:00,20:00,13:00,20:00,,,,,일요일,,음식관련 책과 빵과 음식관련 소품을 판매하는 서점,강연 가능
KCIBSPO22N000000023,그런의미에서,독립서점,일반,16525,경기도 수원시 영통구 매여울로40번길 42-2 1층 102호,37.27245158,127.047325,,,13:00,20:00,13:00,19:00,,,,01064805534,다양한 국내외도서 취급,"카페 있음, 독립출판물 있음"
KCIBSPO22N000000024,나무아래책방,독립서점,북카페,16509,경기도 수원시 영통구 에듀타운로 101 에듀하임오피스텔 108동 B103호,37.28882555,127.0456052,11:30,21:00,11:30,21:00,,,,,일요일,01085817652,"영어 원서, 일반출판물 및 독립출판물 판매, 영어독서모임 등","주차 가능, 화장실 남녀 구분, 공간대여 가능"
KCIBSPO22N000000025,서서림,독립서점,일반,16705,경기도 수원시 영통구 청명로59번길 59-2 1층,37.25020639,127.0797475,12:00,18:30,12:00,18:30,,,,,"일요일, 공휴일",01089803111,"아트북, 아티스트북, 독립출판물, 어른 그림책, 소규모 출판","주차 가능, 화장실 남녀 구분, 카페 있음"
KCIBSPO22N000000026,천천히스미는,독립서점,일반,16356,경기도 수원시 장안구 덕영대로417번길 52-9 101호,37.3033293,126.9688456,12:00,19:00,12:00,20:00,12:00,20:00,,,"목요일, 금요일",01094601729,"일반서적 및 독립서적 취급, 카페, 병맥주","카페 있음, 공간대여 가능"
KCIBSPO22N000000027,오손도손,독립서점,일반,16313,경기도 수원시 장안구 수성로303번길 3 301호,37.29153458,127.0052279,13:00,19:00,13:00,19:00,13:00,19:00,,,화요일,01055707338,100% 예약제 다양한 클래스와 모임 진행중,"주차 가능, 화장실 남녀 구분, 카페 있음, 독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000028,브로콜리숲,독립서점,일반,16251,경기도 수원시 팔달구 화서문로32번길 21-10 2층,37.28426491,127.0125595,13:00,18:00,13:00,18:00,13:00,18:00,,,수요일,0312437389,독립출판물을 취급하는 전문서점,리뷰 있음
KCIBSPO22N000000029,낯설여관 204호,독립서점,일반,16313,경기도 수원시 장안구 영화로71번길 33 2층,37.2920997,127.005116,10:00,19:00,13:00,19:00,13:00,19:00,13:00,19:00,"월, 화",050713920130,"일상여행자들의 쉼터, 여기는 낯설여관입니다!","카페 있음, 독립출판물 있음"
KCIBSPO22N000000030,책방내심,독립서점,일반,14984,경기도 시흥시 목감초등길 3 2층,37.38326284,126.8588835,12:00,20:00,12:00,20:00,12:00,20:00,,,월요일,07086218005,책을 통해 내면의 목소리를 듣고 대화하고 즐기는 공간을 꿈꾸는 동네서점,독립출판물 있음
KCIBSPO22N000000031,그림책방마음생각연구소,독립서점,그림책,15447,경기도 안산시 단원구 화정천서로 115 2층 201호,37.30778045,126.8197051,,,,,,,,,,0314115605,,카페 있음
KCIBSPO22N000000032,글헤는밤,독립서점,북스테이,12533,경기도 양평군 양동면 고송길 35-37,37.48476858,127.7004794,13:00,17:00,13:00,17:00,13:00,17:00,,,,01077958007,"북스테이는 1일 1팀 오후4시~오전11시 예약, 오후1시~5시는 동네책방 예약","주차 가능, 화장실 남녀 구분, 카페 있음"
KCIBSPO22N000000033,마음을 산 책,독립서점,일반,18134,경기도 오산시 경기동로8번길 25,37.15598078,127.0742206,14:00,22:00,14:00,22:00,14:00,22:00,,,,0313767395,독립출판물 전문 취급,"독립출판물 있음, 강연 가능, 리뷰 있음"
KCIBSPO22N000000034,반달서림,독립서점,인문서적,17007,경기도 용인시 기흥구 동백4로 22 상가동 201호,37.27160244,127.1532512,12:00,20:00,12:00,18:00,,,,,일요일,0312862390,월목 10:30부터 영업시작. 생태주의 독립서점,독립출판물 있음
KCIBSPO22N000000035,희재서사,독립서점,인문서적,17006,경기도 용인시 기흥구 동백5로 22 쥬네브문월드 가동 137호,37.27585692,127.1512767,10:30,21:00,10:30,21:00,,,,,월요일,01037258021,"그림 그리는 책방. 인문학, 문학, 에세이, 예술, 그림책","카페 있음, 독립출판물 있음"
KCIBSPO22N000000036,북살롱벗,독립서점,일반,16904,경기도 용인시 기흥구 신촌로73번길 5-1 102호,37.30701869,127.1127065,10:00,17:00,10:00,17:00,,,,,휴무 인스타 공지,01075897457,소셜북스토어. 선물하기 좋은 책을 팝니다.,"공간대여 가능, 독립출판물 있음, 북토크 가능, 독서모임 가능,강연 가능"
KCIBSPO22N000000037,우주소년,독립서점,일반,16828,경기도 용인시 수지구 수풍로127번길 5,37.33495095,127.0930346,11:00,20:00,11:00,20:00,,,,,"일요일, 월요일",07047992201,큐레이션 책방,"카페 있음, 독립출판물 있음"
KCIBSPO22N000000038,마을회관,독립서점,일반,16827,경기도 용인시 수지구 신수로 767 U-Tower A동 408호,37.33831681,127.1017203,12:00,14:00,13:00,20:00,,,,,"일요일, 월요일",0317786280,평일 오후6시~9시도 운영. 아날로그 책방,독립출판물 있음
KCIBSPO22N000000039,농부와책방,독립서점,인문서적,17155,경기도 용인시 처인구 양지면 한터로662번길 47,37.25713584,127.2772971,9:00,17:30,9:00,17:30,9:00,17:30,,,월요일,0313392348,"용인시 인문학 서점, 동네책방","카페 있음, 독립출판물 있음"
KCIBSPO22N000000040,동반북스,독립서점,동물책,11681,경기도 의정부시 신촌로6번길 29-22,37.74870073,127.0363002,13:00,20:00,13:00,20:00,13:00,20:00,,,월요일,01089789815,동물책을 취급하는 소규모 서점,"독립출판물 있음, 북토크 가능, 독서모임 가능, 강연 가능, 헌책방 있음"
KCIBSPO22N000000041,오월의 푸른하늘,독립서점,일반,17389,경기도 이천시 마장면 덕평로877번길 16,37.23622813,127.363779,13:00,22:00,13:00,22:00,13:00,22:00,,,,0316349659,"시골책방, 책밭, 다락방 북스테이 등","주차 가능, 독립출판물 있음"
KCIBSPO22N000000042,아르카북스 스테이,독립서점,북스테이,17969,경기도 평택시 현덕면 덕목5길 122-11,36.95641569,126.9702531,,,,,,,,,,01031408695,1박으로 하루를 지내며 가족과 연인들의 힐링 독서 캠프가 되는 곳,주차 가능
KCIBSPO22N000000043,아르카북스 책방,독립서점,일반,17969,경기도 평택시 현덕면 덕목5길 122-11,36.95641569,126.9702531,,,,,,,,,"일요일, 월요일",01031408695,코로나19로 인한 예약제 실시 중. 그림책 소설 인문 서적 등,"카페 있음, 독립출판물 있음"
KCIBSPO22N000000044,그림책숲,독립서점,그림책,12923,경기도 하남시 미사강변한강로334번길 57 1층 101호,37.55936626,127.2000331,13:00,18:00,,,,,,,,01030320334,예약제 서점. 그림책 전문 취급,"카페 있음, 독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000045,산 위에 동네,독립서점,인문서적,18508,경기도 화성시 동탄장지천6길 7,37.15727783,127.1078955,,,,,,,,,,01041500118,"인문, 철학, 문학, 에세이 등의 서적을 주로 다루는 큐레이션 서점","카페 있음, 독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000046,모모책방,독립서점,일반,18303,경기도 화성시 봉담읍 오래3길 7 1층 상가,37.22046016,126.9543172,11:00,20:00,13:00,20:00,,,,,"일요일, 월요일, 공휴일",07042255084,"고양이 모모, 삐루와 디자이너 집사의 작은 독립서점. 큐레이션 책방",리뷰 있음
KCIBSPO22N000000047,88And1,독립서점,그림책,18282,경기도 화성시 비봉면 남전로116번길 35,37.23674234,126.8479543,,,,,,,,,,01055893710,그림책 전문 취급 독립서점,독립출판물 있음
KCIBSPO22N000000048,거제대로 북스,독립서점,일반,53277,경상남도 거제시 사등면 거제대로 5394-2 주황색 지붕 건물,34.90460806,128.5524609,10:00,18:00,10:00,18:00,,,,,일요일 휴무,0556354301,"신간,베스트,스테디,독립출판, 기독교 서적 취급",강연 가능
KCIBSPO22N000000049,숨북숨북,독립서점,북카페,51017,경상남도 김해시 율하3로8번길 38,35.16821319,128.8135544,,,,,,,,,,07041770118,"책,커피,음악 공간 대여",화장실 남녀 구분
KCIBSPO22N000000050,아마도책방,독립서점,일반,52444,경상남도 남해군 삼동면 동부대로1876번길 19,34.83138514,128.0019276,12:00,17:00,12:00,17:00,12:00,17:00,,,"월요일휴무, 12월 월,화,수휴무",01025920695,1인 운영하는 작은 공간으로 운영 시간과 휴무일 변동이 잦음,"주차 가능, 화장실 남녀 구분, 독립출판물 있음"
KCIBSPO22N000000051,당신의 글자들,독립서점,일반,50551,경상남도 양산시 내연1길 3-1 경보그린타워 상가 5동 102호,35.37161662,129.1441429,10:00,20:00,10:00,20:00,10:00,20:00,,,화요일 휴무,0553885756,"마을서점, 동네책방, 독립서점","주차 가능, 화장실 남녀 구분, 독립출판물 있음, 북토크 가능, 독서모임 가능, 강연 가능"
KCIBSPO22N000000052,인디무브,독립서점,북카페,50652,경상남도 양산시 물금읍 야리3길 49 원타운상가 402호,35.31493941,129.0113278,12:00,21:00,12:00,21:00,12:00,21:00,,,"월,화는 예약자만 이용 가능",07077931303,"북살롱, 와인, 등이 있는 동네책방","주차 가능, 화장실 남녀 구분, 독립출판물 있음, 독서모임 가능, 리뷰 있음"
KCIBSPO22N000000053,조이북슈퍼,독립서점,일반,52706,경상남도 진주시 망경북길 20 1층,35.1850587,128.081074,,,,,,,,,,01030921931,,"카페 있음, 독립출판물 있음, 리뷰 있음"
KCIBSPO22N000000054,보틀북스,독립서점,북카페,52838,경상남도 진주시 문산읍 월아산로 1047-14 LH행복주택 주민공동시설 내 상가,35.16538523,128.1628537,0:00,23:59,0:00,23:59,0:00,23:59,,,코로나19로 인한 장기휴점,01037731926,책과 따뜻한 커피를 즐길 수 있는 문학살롱,"카페 있음, 리뷰 있음"
KCIBSPO22N000000055,낯선책방,독립서점,북카페,52662,경상남도 진주시 진주대로1164번길 15,35.19671477,128.0755466,11:00,20:00,11:00,20:00,,,,,일요일 휴무,,"독립출판물을 판매하는 동네 작은 독립출판물 서점, 카페 다정하게와 함께 운영","독서모임 가능, 리뷰 있음"
KCIBSPO22N000000056,무하유,독립서점,일반,51455,경상남도 창원시 성산구 비음로 61,35.2273223,128.701474,,,,,,,,,,,독립서점과 의류를 같이 파는 편집매장,리뷰 있음
KCIBSPO22N000000057,주책방,독립서점,일반,51458,경상남도 창원시 성산구 창이대로719번길 17,35.22149625,128.7032065,13:00,19:00,13:00,19:00,,,,,"일요일, 월요일 휴무",01023014858,작은 동네 책방,"독립출판물 있음, 리뷰 있음"
KCIBSPO22N000000058,청보리책방,독립서점,일반,51428,경상남도 창원시 의창구 외동반림로254번길 8-1,35.23896537,128.6805698,10:30,18:30,10:30,18:30,,,,,일요일 휴무,01064347919,"책,음악,차의 어울림","독립출판물 있음, 북토크 가능, 리뷰 있음"
KCIBSPO22N000000059,고양이쌤책방,독립서점,일반,53017,경상남도 통영시 광도면 신죽2길 73-10 1층,34.87562364,128.4184218,,,,,,,,,,0556495869,"고양이가 있는 책방, 독서토론이나 글쓰기에 관련된 책을 소개하고 판매,수업과 모임이 주로 이루어지는 곳이라 방문 전 전화 문의 및 예약 부탁","주차 가능, 화장실 남녀 구분, 공간대여 가능"
KCIBSPO22N000000060,봄날의책방,독립서점,북스테이,53078,경상남도 통영시 봉수1길 6-1,34.82633769,128.4154139,10:30,18:30,10:30,18:30,13:30,18:00,,,"월요일 휴무, 화요일 휴무",07077950531,북스테이가 가능한 서점,"주차 가능, 화장실 남녀 구분, 카페 있음"
KCIBSPO22N000000061,몰리북,독립서점,일반,38540,경상북도 경산시 압량읍 오목로 183,35.82865191,128.7958896,10:00,18:00,10:00,18:00,10:00,18:00,,,,01045072436,넓은 농장안에 있는 여유로운 동네 책방,리뷰 있음
KCIBSPO22N000000062,누군가의 책방,독립서점,일반,38064,경상북도 경주시 서악2길 32-16,35.82957605,129.188226,11:00,18:00,11:00,18:00,11:00,18:00,,,수요일 휴무,01085753093,독림출판물이 있는 동네 작은책방,"독립출판물 있음, 헌책방 있음, 리뷰 있음"
KCIBSPO22N000000063,책만보,독립서점,일반,38082,경상북도 경주시 용담로 118 주공2차 상가103호,35.86523895,129.2091138,,,,,,,,,,01055509728,,리뷰 있음
KCIBSPO22N000000064,어서어서,독립서점,문학,38167,경상북도 경주시 포석로 1083,35.83783036,129.2096632,11:00,19:30,10:00,21:00,10:00,21:00,,,"매달 마지막 월,화,수 휴무",01066253958,"시, 문학, 에세이, 독립출판물 등 문학전문서점",독립출판물 있음
KCIBSPO22N000000065,책봄,독립서점,일반,39302,경상북도 구미시 금오산로22길 24-1,36.12621728,128.33001,13:00,21:00,13:00,21:00,13:00,21:00,,,,01079008999,독림출판물이 있는 동네 작은책방,
KCIBSPO22N000000066,책방해봄,독립서점,일반,36916,경상북도 문경시 문경읍 청운로 49 달맞이스페이스 2층,36.7368198,128.1067247,,,,,,,,,,01046688288,"문경 독립서점 책방 해봄, 30대 언저리의 고민과 관심, 취향을 나눔","카페 있음, 공간대여 가능"
KCIBSPO22N000000067,하늘밭봄,독립서점,북스테이,36544,경상북도 영양군 입암면 대천길 435,36.60826725,129.0061287,11:00,18:00,11:00,18:00,11:00,18:00,,,휴무일은 비정기적으로 블로그에 공지,01090210446,"고즈넉한 산골의 가정식 작은 서점에서,북스테이","주차 가능, 화장실 남녀 구분, 북토크 가능, 독서모임 가능, 강연 가능"
KCIBSPO22N000000068,오후엔책방,독립서점,일반,38877,경상북도 영천시 금호읍 금호시장길 5 1층,35.93265989,128.8773902,12:00,18:00,12:00,18:00,12:00,18:00,,,"월요일, 화요일 휴무",01031865190,그림책 & 독립출판물 제로웨이스트,"카페 있음, 독서모임 가능"
KCIBSPO22N000000069,"서점,오브덕",독립서점,일반,36324,경상북도 울진군 울진읍 읍내8길 5 5층 서점오브덕,36.99485788,129.4016556,14:00,22:00,14:00,22:00,14:00,22:00,,,월요일휴무,01097957115,,"주차 가능, 화장실 남녀 구분, 카페 있음, 독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000070,달팽이책방,독립서점,일반,37664,경상북도 포항시 남구 효자동길10번길 32,36.0090452,129.3331432,13:00,21:00,13:00,18:00,13:00,18:00,,,월요일 휴무,07075323316,"동네책방 & 홍차전문점. 엄선한 인문학 도서와 소규모 독립출판물을 판매하며, 젊은 아티스트의 작품을 소개",독립출판물 있음
KCIBSPO22N000000071,마음을가다듬다,독립서점,일반,37590,경상북도 포항시 북구 천마로72번길 7 남광하우스토리 상가동 201호,36.08317617,129.3977937,10:30,15:30,,,,,,,,01076226349,"서적, 문구, 선물 판매, 상담가능, 아기자기 용품들 구매하고 기부하는곳,  따뜻한 커피, 차, 스낵",
KCIBSPO22N000000072,동네책방숨,독립서점,북스테이,62248,광주광역시 광산구 수완로74번길 11-8,35.19209674,126.8301652,12:00,19:00,12:00,18:00,,,,,"일요일, 월요일 휴무",0629549420,1박2일간 책을 읽으며 머무를 수 있는 장소,"독립출판물 있음, 북토크 가능, 독서모임 가능, 강연 가능"
KCIBSPO22N000000073,러브앤프리,독립서점,인문서적,61640,광주광역시 남구 천변좌로418번길 17 1층,35.1408847,126.9157444,12:00,19:00,12:00,19:00,12:00,19:00,,,,0624180714,감성적인 분위기의 독립출판물점,"주차 가능, 화장실 남녀 구분, 카페 있음, 독립출판물 있음, 북토크 가능, 독서모임 가능, 강연 가능"
KCIBSPO22N000000074,리을피읖 LOCAL BOOKS,독립서점,사진,61430,광주광역시 동구 동계로15번길 17,35.15391314,126.9230183,,,13:00,18:00,,,,,,01036287178,사진책만 있는 책방,"카페 있음, 독립출판물 있음"
KCIBSPO22N000000075,책방 심가네박씨,독립서점,일반,61432,광주광역시 동구 동명로67번길 22-2,35.15276316,126.9267524,10:30,20:00,10:30,20:00,,,,,"일요일, 공휴일 휴무",0622290687,다양한 인문학강좌와 문화프로그램기획,"카페 있음, 독립출판물 있음"
KCIBSPO22N000000076,책과생활,독립서점,북카페,61465,광주광역시 동구 제봉로 100-1 2층,35.14736016,126.922108,12:00,20:00,12:00,20:00,13:00,18:00,,,매월 마지막주 월요일 휴무,050713099231,"아트북, 인문사회서적, 문학책, 독립출판물",리뷰 있음
KCIBSPO22N000000077,소년의서,독립서점,일반,61480,광주광역시 동구 충장로46번길 8 1층,35.14997646,126.9125437,13:00,19:00,13:00,19:00,,,,,,050713592625,"인물예술서적, 사회과학서적,독립서적","카페 있음, 독립출판물 있음, 북토크 가능, 독서모임 가능"
KCIBSPO22N000000078,파종모종,독립서점,일반,61218,광주광역시 북구 우치로 13-1,35.16887395,126.9104525,14:00,19:00,14:00,19:00,,,,,"일요일, 월요일,화요일, 공휴일 휴무",01094521606,"독립출판사, 독립책방",카페 있음
KCIBSPO22N000000079,이상현실,독립서점,북카페,61980,광주광역시 서구 화운로 136 1층,35.15125435,126.8775075,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,01054027238,"신간, 독립출판물, 헌책 비치, 책 구매 혹은 읽을 수 있음","독립출판물 있음, 북토크 가능, 독서모임 가능, 강연 가능"
KCIBSPO22N000000080,사이시옷,독립서점,북카페,62047,광주광역시 서구 화정로260번길 9,35.14724735,126.8856687,12:00,19:00,12:00,19:00,,,,,일요일 휴무,0624005987,"1층: 서점+카페 / 2층: 소모임, 대관",리뷰 있음
KCIBSPO22N000000081,더코너북스,독립서점,인문서적,42492,대구광역시 남구 안지랑로7길 15,35.83348544,128.570394,11:00,20:00,11:00,20:00,11:00,20:00,,,,01077284939,꿈 꾸는 작은 공간 우리동네 작은 서점 우리끼리 나누는 인문학,
KCIBSPO22N000000082,아템파우제13,독립서점,일반,42607,대구광역시 달서구 선원로53길 11,35.8594508,128.5215762,,,,,,,,,,01087370013,꽃집과 함께 운영하는 책방,"카페 있음, 독립출판물 있음"
KCIBSPO22N000000083,파이데이아북스,독립서점,북카페,42781,대구광역시 달서구 월서로3길 15 231동 103-1호,35.82025296,128.5344542,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,,01093703619,"동네서점 & 북카페 복합형 공간, 독서토론과 공간대여도 함께 진행중","독립출판물 있음, 독서모임 가능"
KCIBSPO22N000000084,심플책방,독립서점,인문서적,41244,대구광역시 동구 동부로34길 4 지하 1층,35.87710297,128.630564,12:00,21:00,,,,,,,월요일 휴무,01098339513,"인문,에세이 장르책과 칵테일, 음악, 고양이가 공존하는 책방","독립출판물 있음, 강연 가능"
KCIBSPO22N000000085,시인보호구역,독립서점,일반,41519,대구광역시 북구 동북로31길 8,35.9004235,128.6104502,11:00,21:00,13:00,21:00,13:00,21:00,,,"1,3주 토요일 휴무, 매주 월요일,일요일 휴무",07088624530,"갤러리카페, 출판사, 영상촬영, 문화기획, 청소년 독서예쑬캠프, 독립서점",독립출판물 있음
KCIBSPO22N000000086,치우친취향,독립서점,일반,41416,대구광역시 북구 학정동로 66 1층,35.94959827,128.5678986,13:00,21:00,,,,,,,월요일 휴무,01084115876,"치우친 취향으로 가득 작은 책방, 독립출판물,중고서적, 마실 거리 있음","카페 있음, 북토크 가능, 독서모임 가능, 강연 가능"
KCIBSPO22N000000087,담담책방,독립서점,일반,41817,대구광역시 서구 달서로 81-2 3층,35.86955998,128.5708333,13:00,18:00,13:00,18:00,,,,,"월요일 휴무, 일요일 휴무",0535653469,,카페 있음
KCIBSPO22N000000088,히든트레져,독립서점,일반,42069,대구광역시 수성구 달구벌대로530길 7 B1,35.85530724,128.6517487,,,,,,,,,,01047838372,,"주차 가능, 화장실 남녀 구분, 카페 있음"
KCIBSPO22N000000089,고스트북스,독립서점,예술서적,41913,대구광역시 중구 경상감영길 212 3층,35.87162466,128.598902,13:00,20:00,13:00,20:00,13:00,20:00,,,"2,4주 화요일 휴무",0532562123,"해외출판물,인문학,근대소설,우주과학등 예술서적","카페 있음, 공간대여 가능"
KCIBSPO22N000000090,차방책방,독립서점,북카페,41919,대구광역시 중구 경상감영길 60 1층 차방책방,35.8714059,128.5907563,11:00,20:30,,,,,,,일요일 휴무,0533534878,독립서점과 북카페의 복합공간,독립출판물 있음
KCIBSPO22N000000091,곁에 둔 책 방,독립서점,일반,41947,대구광역시 중구 국채보상로150길 83,35.864732,128.6104365,13:00,19:00,13:00,19:00,,,,,일요일 휴무,0534230502,동네 작은 독립서점 책방,
KCIBSPO22N000000092,굿브랜딩북스,독립서점,일반,41946,대구광역시 중구 달구벌대로447길 72-1,35.86561079,128.6083915,11:00,21:00,11:00,21:00,11:00,19:00,,,월요일 휴무:,0534261765,"큐레이션 서점, 핸드드립 커피도 판매",
KCIBSPO22N000000093,사과서점,독립서점,문학,41958,대구광역시 중구 명륜로23길 28,35.86132289,128.5959688,12:00,19:30,12:00,19:30,12:00,19:30,,,인스타 공지 참고,01020699362,"시,소설, 어른을위한 그림책",리뷰 있음
KCIBSPO22N000000094,봉산19,독립서점,북카페,41958,대구광역시 중구 봉산문화길 19 2층,35.86096031,128.5981582,13:00,23:00,13:00,23:00,13:00,23:00,,,,05313086940,"독립출판물과 맥주,칵테일 판매점",화장실 남녀 구분
KCIBSPO22N000000095,책방 정류장,독립서점,중고서적,34428,대전광역시 대덕구 한밭대로1174번길 46,36.35684802,127.4289329,14:00,20:00,14:00,20:00,14:00,20:00,,,수요일휴무,01094795410,독립서점,"독립출판물 있음, 강연 가능, 리뷰 있음"
